node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.05973234047666668,-0.045388521441666656,0.08735375410416667,0.005057469027500002,0.0015425902125000004,-0.11160436258849998,0.01871810611166667,-0.007205240068833333,-0.07493981305250001,-0.03192200330666665,0.09237654046666664,-0.11955362671166668,-0.027140979852333328,-0.058846338816666656,0.017490492295833333,0.07211808995624999,0.004577164168916667,-0.022800592402500004,0.006572722785833329,0.09620698955416666,0.06802983675000002,0.08850964453333332,0.0910711324575,-0.05078166152416666,-0.006155666595833333,0.071822310525,-0.09293126424416667,-0.008279698393333328,0.010673109405000002,-0.01406002417083333,-0.04711152889166668,0.04046256279116666,-0.10397784887500003,-0.07242204863916665,-0.054909651224999995,-0.024925445573333333,0.019194913924999994,0.026332306272499998,0.1234962592166667,0.010801518037500003,0.005838983226666666,-0.024279881377499996,-0.011324207092000002,-0.07690334052499999,0.043720993500000006,-0.035784155572500004,0.01504465446083333,-0.058747315484999986,0.035098364745833326,0.07838465409999996,-0.008026295458333336,-0.0006967158471666676,0.035628758483333335,0.10583813107500002,0.05444102959166667,0.06804057442750001,0.029558776829166664,-0.030811182870833335,-0.06303632604166667,0.10087928776666667,0.029942036572499987,-0.061653121538333334,0.01749145091666667,0.0006688640933333333
1,0.05569941924416666,-0.054128613925000006,0.08738164636166663,0.0032064714641666654,0.005382545055833336,-0.10939255701666664,0.02189068149541666,0.008920497271333335,-0.08388747481000002,-0.027577839410000006,0.09467702807166666,-0.12535284436500005,-0.033879400251999994,-0.055269621033333334,0.0062664569574999995,0.06869035912416667,0.012424029335833333,-0.02098636593916667,0.008937608026416667,0.11660691526666668,0.08243100202416662,0.06266825116083333,0.09809887650004996,-0.05074196796416666,-0.00939245048333333,0.07381962012116668,-0.10508955420000002,-0.013942156963000002,0.0069933488370833305,-0.012194899112499996,-0.058429823666666644,0.03557784475958333,-0.10322229859999998,-0.07354865309058335,-0.0569499157425,-0.019853920560833342,0.013402730080833335,0.029552039584750004,0.12151984773333337,0.00041503991083333483,0.0143255101525,-0.011799855041666666,-0.008636550105000003,-0.0786063425541667,0.05948707265833333,-0.036067446683333344,0.026020379925000003,-0.06171378150916664,0.04236826076416667,0.07423496860000002,-0.002745329390191668,-0.008342403750000005,0.029169041694166672,0.11354326426666665,0.06585016450000003,0.06542258852833334,0.036114247175,-0.025443271549999997,-0.052241414455500006,0.09235348689999998,0.028438781510166662,-0.07077563275583333,0.006969758833333335,-0.004100933753416666
2,0.06377473590833334,-0.05906741369416667,0.06243787090333334,0.013150386162499991,0.009422337211666666,-0.07468849018833332,0.03498535553333334,-0.006825571256666668,-0.0964523882325,-0.046990586501666674,0.09012784776083334,-0.12097651490416667,-0.06994013612166669,-0.06397866275833332,0.05137016664666667,0.06633033582091669,0.02234249916333333,-0.011282464583833337,0.03835428238083335,0.087534463225,0.06331369129583335,0.09844243674000001,0.0891372989541667,-0.051943953558333346,-0.0043450590085249985,0.04841244204166665,-0.09192797588583333,-0.0028021538050000006,0.02137330038333333,-0.000776653811666668,-0.050092340249166645,0.016023555309166677,-0.03296816165833334,-0.04935416585083334,-0.06410862411,-0.04369596173583334,0.01973325969166666,0.004715357869999997,0.07318991591416667,-0.030678903905166664,0.023846887273333325,-0.017905792386083332,-0.0012390918916666668,-0.05302007748416667,0.052330126925000026,-0.04371542296666667,0.0504775763225,-0.0383549452625,0.022367383048291667,0.07875513786833335,0.021698423472500006,-0.030950273791666667,0.05491303224583333,0.08502096630833332,0.04264300248583333,0.03543674121416667,0.03964508702333333,-0.02941579639999999,-0.03287039866083333,0.11981881267499998,0.02098091881999999,-0.07856481298750001,0.012066563812666662,-0.007029875259166669
3,0.0780515437925,-0.06457680344783333,0.07220899107499999,0.006933562350833337,0.02234966546666667,-0.09776054615500002,0.026438739262500004,-0.009135191555,-0.08770406697499998,-0.04171298818333334,0.08041084006916667,-0.12096814057500002,-0.059417125021666656,-0.06245460267666667,0.041448831868583356,0.06389585254666669,0.03378324185,-0.006515100744500002,0.02621870982250001,0.08529417092499995,0.06982479193000003,0.09043614315486669,0.08116997379750003,-0.05614979682999999,-0.017359800558333336,0.0467713783375,-0.09707800872333333,-0.035310051361666664,0.0059056896933333365,-0.0020356331775,-0.06083000563666665,0.023003636128333328,-0.05172647234166665,-0.040313435446666664,-0.07613484767083335,-0.036544595967499996,0.019625217518333335,-0.003141831162499997,0.07845369444133336,-0.01984259999466666,0.01722964270833333,-0.013782942791666666,0.00030666175833333304,-0.058748727108333336,0.03744200932583334,-0.04967832214583333,0.03097598114166667,-0.056619952883333324,0.044053931538333334,0.06944393788249999,0.016944070921333338,-0.032968767744000003,0.036007334865,0.08462419708333332,0.02523795682666667,0.03468444240833332,0.03348537732500001,-0.0189790741725,-0.04249486813166667,0.11455165369166666,0.0245464585825,-0.07041313997166669,0.0024416271175000006,-0.0066842295091666705
4,0.059171990121499984,-0.05889876378333335,0.06753287638166668,0.025110547433583333,0.0162333324775,-0.0787359521525,0.018350058010833333,-0.024043587016666663,-0.07957491313083333,-0.045381617882500024,0.08413446111083335,-0.11398168066249997,-0.08685650879333333,-0.055564942019166653,0.042690935286666676,0.07502025458000003,0.024149294066666674,-0.027259717821666665,0.023240435697499996,0.08733958004499999,0.07994867620416667,0.10526159412500001,0.09419184843166666,-0.05926002449999998,-0.011143095233333336,0.05571422126249999,-0.09447001707499995,-0.011557738186666664,0.022002234894166674,0.0096876141625,-0.04737288775000001,0.02532264791666667,-0.037232102040000006,-0.046371089762500005,-0.06421294228083334,-0.04934003670333333,0.029453217255000004,-0.006162610637499999,0.07855095966,-0.00882562635416667,0.00900478480916667,-0.024495603538166665,0.0058920934624999985,-0.03715083763500001,0.049590855669166656,-0.030662384046666658,0.04003718728083332,-0.038428395464166674,0.01006857410416667,0.07060477436166666,-0.0024068499666666642,-0.021392410469166668,0.05047790567500002,0.08689977235833335,0.03527165661166668,0.04485337619583333,0.02074326853416666,-0.014090426670000001,-0.027499262783333332,0.1273278525666667,0.026620204150000007,-0.06568074884783333,0.02631668831000001,0.004206901837499999
5,0.07609131691333336,-0.07153466773858334,0.06265713571416669,0.01209716413833334,0.017301563224666663,-0.08701273535,0.013631185491666666,-0.014591583573333325,-0.08565619132499998,-0.0403147947475,0.07538988442833332,-0.12435343556666663,-0.07059660928849998,-0.07110084450000002,0.01814526086666667,0.06108540722500002,0.032856318493333335,-0.029917362879166673,0.012418761502499999,0.11016446678583337,0.06754985002500002,0.1006160596,0.0913755058941667,-0.0595736020025,-0.016359369250000002,0.04853912628008332,-0.09106352362833332,-0.03599754497416666,0.01029412275833333,0.009863148309166674,-0.05215440189916666,0.039762095588333324,-0.05315720588916668,-0.01947877215916666,-0.05600614660166667,-0.04646704604141664,0.032001830258333336,-0.016396632691666673,0.06200936880833333,-0.005286110797499999,0.001529218805416669,-0.01275845203583334,-0.009749257887499996,-0.04132265660000001,0.04569796779166667,-0.034933771107083324,0.012502211533333333,-0.03945776712833334,0.02621369461583333,0.06639121531666665,0.010284404471666668,-0.021806634912166667,0.041639291124999984,0.09251304024666668,0.03489994223333332,0.05296696266166665,0.025163928840000006,-0.03685291776666667,-0.022437423025833333,0.11234899044533335,0.021189093889166667,-0.07634918637,0.03667730089216667,0.004621562930833332
6,0.05496538779333334,-0.057335818815833335,0.09143779323333336,0.01555765045166667,-0.003640972071666666,-0.09962323978333339,0.02382771714166667,-0.018512461245833337,-0.07081440559583334,-0.06023447081791666,0.07785757992333332,-0.1323709703583333,-0.06724574919416666,-0.05601164392833333,0.01469383865833333,0.07616971826666667,0.003797229372500002,-0.02228741731583334,0.025506117127499988,0.12526727634500004,0.07135799199416669,0.09341069260000001,0.11446298910833332,-0.07221240996666668,-0.016419855716666668,0.06669339635166667,-0.10212795045416673,-0.025132905394416673,0.01939398194716667,-0.011653553464166666,-0.047609987225,0.036830336675,-0.0809212889291667,-0.05734103988333335,-0.040669945925,-0.04621181713833335,0.015217673091666668,0.020298878229999998,0.09761844831416666,-0.007427440494166668,0.025734205887500004,0.0037571250083333315,0.010410149516666667,-0.07098186780416664,0.059734855262500004,-0.02395067868833334,0.022645234014166665,-0.029613553259166668,0.009530952420833334,0.06388773397499999,0.014932305258333332,-0.014561922776666665,0.043365708724166674,0.09898254636833337,0.05198429566666666,0.05657866834666668,0.033385106662500004,-0.03098014810333333,-0.04658993984166666,0.10688791004999999,0.020878537562500004,-0.07376856235000001,0.01742382533866666,0.0026298437316666667
7,0.06991063728774999,-0.06757464415833335,0.07890307775333336,0.0254253500425,0.013608948919166669,-0.10008125799666664,0.023364055353333333,-0.029479491982833332,-0.0826980627,-0.053184869702499984,0.07289092532500001,-0.12069073698333331,-0.05987392491583334,-0.06043447467666667,0.003532187029166664,0.0674495754025,0.006016827185583334,-0.02083624892416665,0.004960741398333333,0.12449574505416666,0.06707304036416667,0.10052722397166666,0.11283492323333331,-0.08151078356666666,-0.018822299927499998,0.052184223675,-0.10614081494166669,-0.017482611330000005,0.012047343633333343,-0.008567635258333327,-0.061401205889166664,0.04577312041333334,-0.07289122365833332,-0.05233564214583331,-0.05271086033166665,-0.0450739882,0.016153023476666674,-0.001384295966416665,0.10517968597166669,0.010356485887499997,0.005690001174166667,-0.01634161144499999,0.00010961101666666564,-0.0686801392344167,0.05271193012000001,-0.04232100830500001,0.012365832259166671,-0.039027802981250005,0.02812644435833333,0.059666896758333345,0.008209603308333334,-0.015727704770833333,0.03733772366108333,0.10131745985416665,0.05452548357333333,0.04868492689166667,0.01572985979083334,-0.04830390558916667,-0.04060494147666667,0.09411536940561663,0.02788656953333335,-0.0836748672525,0.024682702368333323,-0.005665530071500001
8,0.05408628241166667,-0.05241463851916664,0.08864353048333337,0.009860166842499995,0.0030975498161666683,-0.09034355566916666,0.04006671975666667,-0.016190619403333335,-0.07139491275166665,-0.06192240600500001,0.07592788959249999,-0.11971934515833332,-0.06298273053416668,-0.057161417975,0.019011860975000003,0.06323737695583333,0.010615237784166669,-0.02847330783033333,0.021358046095833343,0.10956256756166667,0.07467292203333332,0.09362332629999998,0.10728303942083331,-0.06068516649166665,-0.02595828371866667,0.0700633215641667,-0.09665914641666666,-0.023049006515833324,0.023476753360833342,-0.01163818710116667,-0.04752315292833333,0.0263599482375,-0.06864461174683334,-0.05147860356416668,-0.04842311111866667,-0.031296200983333335,0.023551408436666674,0.020487045315,0.094118150325,0.0016767632941666675,0.03163805862,-0.0013043349916666664,-0.004581496224999998,-0.07443912216666669,0.048103549251666676,-0.03860395100583333,0.020324150925000003,-0.04182035587499999,-0.0029021605233333332,0.05920738105499999,0.0063638521864166665,-0.026172107236666662,0.053942027704166666,0.1109237231775,0.045137735594999985,0.04610067371000002,0.02812875942833334,-0.040230123108333335,-0.040282637728333355,0.10345956200833337,0.018053785479166664,-0.08469234302499996,0.011631827045000008,0.005879712762666666
9,0.056584333541666657,-0.0657748179725,0.06334265722083335,0.034656587416666655,0.0008198816343333343,-0.0872608130558333,0.025610935052083332,-0.019936875497499996,-0.08436723939166667,-0.05373589917500002,0.08363825093333332,-0.11028413343333332,-0.05611095521,-0.06426416541083334,0.012935838045000004,0.0798475803,0.015539484579166667,-0.034406691815791667,0.010746641803333337,0.11912417794508333,0.06635077691416667,0.10731374190000001,0.12064100942500001,-0.07064191249333332,-0.02612859028583333,0.06585945332916665,-0.09285261497499998,-0.047619113005000005,0.019956100563333332,-0.02507588154666667,-0.054374819466666655,0.02922624604783334,-0.06663280353333333,-0.04682657521916666,-0.064369074355,-0.031665770464166666,0.02237954203416666,-0.00491691690833334,0.09654408372500003,0.008641013446666668,0.017669298573333332,-0.012700921425,0.0009746190499999987,-0.07429905751666667,0.04970529378916667,-0.038866994891,0.01363953452416667,-0.051888458381666676,0.02679344124999999,0.05629109528333334,0.008991971705833334,-0.017586322630833335,0.0435110061425,0.11434451219166664,0.04669444933774998,0.04358446535,0.018882134397500003,-0.04684675661666668,-0.03670698281166666,0.10363698746125,0.033957064975,-0.0811373409691667,0.0189090263275,0.008384649570833335
